Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Shilpa Rao,Ghungroo (From "War"),YRF Top 10 - Nightout Sounds,album,0.695,0.729,-6.274,0.0322,0.0738,0.000182,0.533,0.872,118.028,5.048916667,0,0,0,0,0,0,0,145835348,1.367729831,Spotify
Shilpa Rao,Tere Hawaale (From "Laal Singh Chaddha"),Tere Hawaale (From "Laal Singh Chaddha"),single,0.589,0.522,-10.649,0.0391,0.642,2.74E-05,0.0992,0.31,109.094,5.771516667,"Tere Hawaale (Full Video) Laal Singh Chaddha | Aamir,Kareena | Arijit,Shilpa | Pritam,Amitabh,Advait",T-Series,4081017,86495,2330,TRUE,TRUE,13849948,5.262096774,Spotify
Shilpa Rao,Bulleya (From "Ae Dil Hai Mushkil"),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],album,0.552,0.769,-4.504,0.0465,0.497,0,0.112,0.702,86.957,5.8161,"Bulleya – ADHM | Aishwarya Rai, Ranbir Kapoor | @Pritam | Amit Mishra | @Shilpa Rao | 4K",Sony Music India,4912263,41897,501,TRUE,TRUE,55716985,6.866071429,Spotify
Shilpa Rao,Roz Roz,Roz Roz,single,0.653,0.446,-7.867,0.0351,0.546,4.52E-05,0.109,0.472,100.018,3.6425,Roz Roz (Official) - The Yellow Diary ft. Shilpa Rao | Isha Talwar | Arjun Menon |Romantic Song 2021,Sony Music India,11095304,104134,1690,TRUE,TRUE,18511912,4.091743119,Spotify
Shilpa Rao,Allah Maaf Kare,Desi Boyz,album,0.664,0.792,-5.294,0.0283,0.184,0.000417,0.106,0.86,139.961,3.836083333,"""Allah Maaf Kare Full Song Desi Boyz"" Feat. Akshay Kumar, Chitrangada Singh",T-Series,143894933,678176,13214,TRUE,TRUE,12702123,7.471698113,Youtube
Shilpa Rao,Kalank (Duet),Kalank (Original Motion Picture Soundtrack),album,0.581,0.555,-8.475,0.0353,0.561,3.26E-05,0.0957,0.491,117.965,5.186433333,"Kalank (Duet) - Lyrical | Kalank | Varun, Alia & Madhuri | Arijit Singh & Shilpa Rao | Pritam",Zee Music Company,4114224,46010,921,TRUE,TRUE,114548526,5.799373041,Spotify
Shilpa Rao,Love Mashup,Love Mashup,single,0.711,0.673,-5.89,0.0336,0.25,0,0.214,0.393,109.992,4.000283333,The Valentine's Mashup | Shilpa Rao,Shilpa Rao,56061,3185,169,TRUE,TRUE,15483196,3.144859813,Spotify
Maren Morris,The Middle,The Middle,single,0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01,3.078866667,"Zedd, Maren Morris, Grey - The Middle (Official Music Video)",ZEDDVEVO,124309033,1035026,27699,TRUE,TRUE,1307438756,5.866071429,Spotify
Maren Morris,The Bones,GIRL,album,0.612,0.57,-6.642,0.0347,0.278,0,0.0963,0.334,77.004,3.288216667,Maren Morris - The Bones (Official Video),MarenMorrisVEVO,30556207,214375,4412,TRUE,TRUE,400661276,5.919003115,Spotify
Maren Morris,Make You Say,Make You Say,single,0.687,0.61,-4.713,0.0499,0.351,0,0.175,0.649,128.15,3.433333333,"Zedd, Maren Morris, BEAUZ - Make You Say (Official Music Video)",ZEDDVEVO,5107010,53852,1480,TRUE,TRUE,25783460,3.485714286,Spotify
Maren Morris,My Church,HERO (Deluxe Edition),album,0.517,0.743,-4.336,0.0363,0.243,3.36E-06,0.107,0.664,76.979,3.29885,Maren Morris - My Church (Official Music Video),MarenMorrisVEVO,79575119,436568,9864,TRUE,TRUE,166267215,6.943925234,Spotify
Maren Morris,The Bones - with Hozier,The Bones (with Hozier),single,0.561,0.597,-6,0.0405,0.286,0,0.0979,0.355,76.826,3.288316667,Maren Morris - The Bones (Official Video),MarenMorrisVEVO,30556207,214375,4412,TRUE,TRUE,196891457,6.098059244,Spotify
Maren Morris,Chasing After You,Pelago,album,0.601,0.675,-6.358,0.0399,0.698,0,0.125,0.446,131.933,3.461116667,"Ryan Hurd, Maren Morris - Chasing After You (Official Video)",ryanhurdVEVO,29901776,217972,4107,TRUE,TRUE,150100605,5.4,Spotify
Maren Morris,I Can't Love You Anymore,Humble Quest,album,0.342,0.591,-5.115,0.0452,0.217,0,0.16,0.399,175.673,2.821783333,Maren Morris - I Can't Love You Anymore (Official Audio),MarenMorrisVEVO,227248,3724,69,TRUE,TRUE,14228873,3.69375,Spotify
Maren Morris,I Could Use a Love Song,HERO (Deluxe Edition),album,0.638,0.634,-6.474,0.0468,0.214,0,0.0866,0.473,92.097,3.2737,Maren Morris - I Could Use a Love Song (Official Music Video),MarenMorrisVEVO,19914305,132168,2361,TRUE,TRUE,174606749,7.321016166,Spotify
Maren Morris,Seeing Blind,Flicker (Deluxe),album,0.716,0.555,-7.57,0.0371,0.0372,0,0.105,0.483,93.973,3.088016667,"Niall Horan, Maren Morris - Seeing Blind (Official Acoustic)",NiallHoranVEVO,6889445,198988,6173,TRUE,TRUE,142272157,5.285714286,Spotify
Maren Morris,Line By Line (feat. Maren Morris),Dangerous Levels of Introspection,album,0.646,0.483,-7.273,0.0425,0.309,0,0.124,0.461,72.46,3.436883333,"JP Saxe, Maren Morris - Line By Line (Official Video)",JPSaxeVEVO,2582575,50482,842,TRUE,TRUE,56815179,3.89516129,Spotify
11:11 Music Group,sure thing (sped up),sure thing (sped up),single,0.661,0.511,-8.675,0.243,0.0435,0.0201,0.117,0.552,192.632,1.884233333,Miguel - Sure Thing (sped up) (Lyric Video),Love Life Lyrics,73336,1882,18,FALSE,FALSE,23598990,4.367521368,Spotify
11:11 Music Group,Past Lives,"it's summer '13, you're on a roadtrip vibing and life's good",album,0.73,0.125,-17.216,0.034,0.916,0.0725,0.0783,0.189,116.058,2.24305,BØRNS - Past Lives (Lofi Remix),11:11 Music Group,49794,1173,23,FALSE,TRUE,63075460,1.59642401,Spotify
11:11 Music Group,after dark x sweater weather,after dark x sweater weather (slowed and reverb),single,0.571,0.468,-11.423,0.0371,0.0107,0.0721,0.108,0.0307,140.034,4.84285,After Dark x Sweater Weather,11:11 Music Group,1566827,48283,1110,FALSE,TRUE,26810637,4.333333333,Spotify
11:11 Music Group,Sure Thing (8D sped up),Sure Thing (8D sped up),single,0.635,0.461,-11.388,0.195,0.105,0.0703,0.118,0.636,192.846,1.884233333,Sure Thing (8D sped up),Various Artists - Topic,6592,132,0,TRUE,TRUE,2671652,3.906779661,Spotify
11:11 Music Group,"eyes blue or brown, can't remember","eyes blue or brown, can't remember",single,0.751,0.354,-14.518,0.446,0.885,0.179,0.206,0.781,143.87,3.013883333,"untrusted & pretence - eyes blue or brown, can't remember (Official audio)",11:11 Music Group,221228,2813,70,FALSE,TRUE,26488952,1.718446602,Spotify
11:11 Music Group,"hola como tale tale vu - 1, 2, 3","hola como tale tale vu - 1, 2, 3",single,0.841,0.453,-10.499,0.074,0.401,7.29E-05,0.118,0.842,94.96,2.049116667,"Sofia Reyes - 1, 2, 3 (Lyrics / Letra) hola comment allez vous",Rap Samurai,9509592,93460,1058,FALSE,FALSE,8525196,3.838983051,Youtube
11:11 Music Group,Past Lives (8D Audio),Past Lives (8D Audio),single,0.647,0.133,-17.148,0.0353,0.947,0.265,0.0793,0.213,116.072,2.258066667,Past Lives (8D Audio),Martin Arteta - Topic,51534,1151,0,TRUE,TRUE,8166020,1.677175284,Spotify
11:11 Music Group,stargirl interlude (sped up),stargirl interlude (sped up),single,0.714,0.538,-11.664,0.166,0.58,0.0066,0.107,0.45,107.108,1.644416667,stargirl interlude sped up,Luoene,1005798,25643,288,FALSE,FALSE,6619451,5.028037383,Spotify
11:11 Music Group,woo x I was never there (sped up),woo x I was never there (sped up),single,0.363,0.707,-9.667,0.0562,0.252,0.00121,0.341,0.408,133.11,2.973166667,Woo x I Was Never There (Sped up),Muppet DJ - Topic,71714,2124,1,TRUE,TRUE,7432335,2.073313783,Spotify
11:11 Music Group,goverment hooker (sped up) - tiktok version,goverment hooker (sped up) - tiktok version,single,0.635,0.93,-4.899,0.147,0.000975,0.867,0.592,0.65,147.095,2.990283333,goverment hooker (sped up) - tiktok version,accelerate - Topic,116409,3040,0,TRUE,TRUE,5259726,1.570945946,Spotify
creamy,sure thing (sped up),sure thing (sped up),single,0.661,0.511,-8.675,0.243,0.0435,0.0201,0.117,0.552,192.632,1.884233333,Miguel - Sure Thing (sped up) (Lyric Video),Love Life Lyrics,73336,1882,18,FALSE,FALSE,23598990,4.367521368,Spotify
creamy,Past Lives,Past Lives,single,0.723,0.131,-17.076,0.0353,0.922,0.0256,0.0775,0.16,116.049,2.242416667,"BØRNS - Past Lives (96 zeus, creamy Remix) [Official Music Video]",Shadow Music,76758,1446,32,TRUE,TRUE,63075460,1.690322581,Spotify
creamy,after dark x sweater weather,after dark x sweater weather (slowed and reverb),single,0.571,0.468,-11.423,0.0371,0.0107,0.0721,0.108,0.0307,140.034,4.84285,After Dark x Sweater Weather,11:11 Music Group,1566827,48283,1110,FALSE,FALSE,26810637,4.333333333,Spotify
creamy,Sure Thing (8D sped up),Sure Thing (8D sped up),single,0.635,0.461,-11.388,0.195,0.105,0.0703,0.118,0.636,192.846,1.884233333,Sure Thing (8D sped up),Various Artists - Topic,6592,132,0,TRUE,TRUE,2671652,3.906779661,Spotify
creamy,"hola como tale tale vu - 1, 2, 3","hola como tale tale vu - 1, 2, 3",single,0.841,0.453,-10.499,0.074,0.401,7.29E-05,0.118,0.842,94.96,2.049116667,0,0,0,0,0,0,0,8525196,3.838983051,Spotify
creamy,Past Lives (8D Audio),Past Lives (8D Audio),single,0.647,0.133,-17.148,0.0353,0.947,0.265,0.0793,0.213,116.072,2.258066667,Past Lives (8D Audio),Martin Arteta - Topic,51534,1151,0,TRUE,TRUE,8166020,1.677175284,Spotify
creamy,stargirl interlude (sped up),stargirl interlude (sped up),single,0.714,0.538,-11.664,0.166,0.58,0.0066,0.107,0.45,107.108,1.644416667,stargirl interlude sped up,Luoene,1005798,25643,288,FALSE,FALSE,6619451,5.028037383,Spotify
creamy,woo x I was never there (sped up),woo x I was never there (sped up),single,0.363,0.707,-9.667,0.0562,0.252,0.00121,0.341,0.408,133.11,2.973166667,Woo x I Was Never There (Sped up),Muppet DJ - Topic,71714,2124,1,TRUE,TRUE,7432335,2.073313783,Spotify
creamy,goverment hooker (sped up) - tiktok version,goverment hooker (sped up) - tiktok version,single,0.635,0.93,-4.899,0.147,0.000975,0.867,0.592,0.65,147.095,2.990283333,goverment hooker (sped up) - tiktok version,accelerate - Topic,116409,3040,0,TRUE,TRUE,5259726,1.570945946,Spotify
creamy,sweater weather x another love,sweater weather x another love,single,0.6,0.501,-11.929,0.0484,0.452,0.00235,0.0859,0.482,124.003,3,sweater weather x another love OFFICIAL,DJ LiLLi,4251188,140332,2093,FALSE,FALSE,2128790,5.832363213,Youtube
Trey Songz,Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure (Deluxe Version)",album,0.844,0.601,-5.283,0.157,0.0205,0,0.385,0.331,73.989,4.03355,Trey Songz - Bottoms Up ft. Nicki Minaj [Official Music Video],Trey Songz,130993957,689752,41346,TRUE,TRUE,239410635,1.561038961,Spotify
Trey Songz,Slow Motion,Trigga Reloaded,album,0.733,0.408,-7.834,0.0388,0.679,3.92E-05,0.11,0.291,94.947,3.297566667,Trey Songz - Slow Motion [Official Music Video],Trey Songz,200269809,1174032,19318,TRUE,TRUE,404127511,3.709090909,Spotify
Trey Songz,Can't Help but Wait,Trey Day,album,0.699,0.699,-5.564,0.0737,0.358,0,0.0912,0.611,94.977,3.440216667,Trey Songz - Can't Help But Wait (Official Video),Atlantic Records,46522722,311942,9334,TRUE,TRUE,93569649,7.664473684,Spotify
Trey Songz,Na Na,Trigga,album,0.67,0.476,-6.253,0.0406,0.328,0,0.104,0.235,96.975,3.865116667,Trey Songz - Na Na [Official Music Video],Trey Songz,305771662,2025727,32466,TRUE,TRUE,258661357,4.576923077,Youtube
Trey Songz,Say Aah (feat. Fabolous),Ready (Deluxe),album,0.724,0.87,-3.614,0.113,0.00453,0,0.833,0.81,93.01,3.459116667,Trey Songz - Say Aah [Official Video],Trey Songz,58981590,241520,13116,TRUE,TRUE,114858969,1.044417767,Spotify
Trey Songz,"Touchin, Lovin (feat. Nicki Minaj)",Trigga Reloaded,album,0.813,0.58,-6.724,0.0746,0.0405,8.45E-06,0.349,0.443,100.045,3.699533333,"Trey Songz - Touchin, Lovin ft. Nicki Minaj [Official Music Video]",Trey Songz,86569987,586091,10239,TRUE,TRUE,147708986,1.661891117,Spotify
Trey Songz,Neighbors Know My Name,Ready (Deluxe),album,0.663,0.693,-5.776,0.0635,0.0379,0,0.162,0.391,120.026,3.105116667,Trey Songz - Neighbors Know My Name [Official Music Video],Trey Songz,71809626,355139,15094,TRUE,TRUE,108688564,4.277777778,Spotify
Trey Songz,Nobody Else but You,Tremaine the Album,album,0.708,0.612,-6.379,0.122,0.0381,0,0.277,0.263,139.913,3.816883333,Trey Songz – Nobody Else But You [Official Music Video],Trey Songz,62053040,495603,8539,TRUE,TRUE,168303233,2.209386282,Spotify
Trey Songz,Love Faces,"Passion, Pain & Pleasure (Deluxe Version)",album,0.654,0.599,-6.699,0.0561,0.0599,0,0.161,0.333,119.782,4.063333333,Trey Songz - Love Faces [Official Music Video],Trey Songz,78717007,481191,13288,TRUE,TRUE,52273944,3.720496894,Youtube
Trey Songz,Chi Chi (feat. Chris Brown),Chi Chi (feat. Chris Brown),single,0.744,0.549,-6.041,0.0387,0.548,0,0.137,0.277,110.004,2.326116667,Trey Songz - Chi Chi feat. Chris Brown [Official Music Video],Trey Songz,51484761,530610,13586,TRUE,TRUE,71447014,4.00729927,Spotify
Gemitaiz,Ciao Baby,Eclissi,album,0.635,0.53,-8.605,0.0555,0.194,0.000197,0.149,0.183,102.043,3.10015,"GEMITAIZ - ""Ciao Baby"" (prod. Mixer T, Stabber) (Visual)",Gemitaiz Official,1867839,11697,134,FALSE,FALSE,17873400,3.55704698,Spotify
Gemitaiz,Senza Di Me (feat. Venerus & Franco126),Senza Di Me,single,0.698,0.636,-5.844,0.034,0.167,0,0.125,0.313,107.282,3.366016667,GEMITAIZ - "Senza Di Me" feat. VENERUS & FRANCO126  - (Prod. Il Tre),Gemitaiz Official,27758098,195892,2798,TRUE,TRUE,81142502,5.088,Spotify
Gemitaiz,Toradol,QVC8 – Singles,single,0.701,0.623,-5.271,0.0493,0.00804,0.013,0.498,0.471,158.891,2.268633333,Toradol,Gemitaiz - Topic,12727914,72496,526,TRUE,TRUE,42945028,1.251004016,Spotify
Gemitaiz,Lo Sai Che Ci Penso,Davide,album,0.727,0.526,-8.377,0.0794,0.081,0,0.184,0.468,147.849,3.005783333,Lo Sai Che Ci Penso,Gemitaiz - Topic,10820290,62835,178,TRUE,TRUE,41735727,2.858695652,Spotify
Gemitaiz,Davide (feat. Coez),Davide,album,0.797,0.63,-7.601,0.0763,0.136,4.86E-06,0.207,0.761,126.006,3.436866667,GEMITAIZ - "Davide" feat. COEZ - (Prod. Frenetik & Orang3),Gemitaiz Official,54907166,442598,11425,TRUE,TRUE,108258706,3.043478261,Spotify
Gemitaiz,Forte,For The Ladies Rap Italiano I GOT 5 ON IT,compilation,0.774,0.661,-6.819,0.235,0.148,0.0014,0.0857,0.397,100.022,3.455383333,GEMITAIZ - "Forte" (Prod. Frenetik & Orang3),Gemitaiz Official,9245590,98776,2788,TRUE,TRUE,31261028,7.712952159,Spotify
Gemitaiz,Mondo Di Fango,QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9,album,0.845,0.581,-4.505,0.0472,0.0318,1.82E-05,0.113,0.626,113.352,1.956416667,GEMITAIZ - "Mondo Di Fango"  (Prod. Gemitaiz),Gemitaiz Official,1044245,24812,899,TRUE,TRUE,26728971,5.14159292,Spotify
Gemitaiz,Mama (feat. Nitro),QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9,album,0.873,0.636,-7.594,0.0785,0.114,6.15E-06,0.478,0.355,121.009,3.009683333,Mama,Gemitaiz - Topic,8544046,47129,630,TRUE,TRUE,34380762,1.330543933,Spotify
Gemitaiz,Silenzio,Eclissi,album,0.904,0.532,-6.639,0.257,0.163,0,0.109,0.422,130.015,2.9612,GEMITAIZ - "Silenzio" (prod. MACE) (Visual),Gemitaiz Official,767322,5102,46,TRUE,TRUE,8978890,4.880733945,Spotify
Gemitaiz,Pochette (feat. Noyz Narcos),Eclissi,album,0.705,0.556,-7.3,0.247,0.163,0.0682,0.0771,0.45,86.176,3.023833333,GEMITAIZ - "Pochette" feat. Noyz Narcos (prod. Sine) (Visual),Gemitaiz Official,592012,4307,83,TRUE,TRUE,0,7.211413748,Youtube
James Blunt,You're Beautiful,Back to Bedlam,album,0.675,0.479,-9.87,0.0278,0.633,1.76E-05,0.088,0.454,81.998,3.49155,James Blunt - You're Beautiful (Official Music Video) [4K],James Blunt,670508326,4211194,133097,TRUE,TRUE,725679412,5.443181818,Spotify
James Blunt,1973,All the Lost Souls,album,0.72,0.668,-7.928,0.0269,0.0652,0.00664,0.0789,0.768,123.007,4.667116667,James Blunt - 1973 (Official Music Video),James Blunt,72128810,283240,10851,TRUE,TRUE,162114490,8.466413181,Spotify
James Blunt,Goodbye My Lover,Back to Bedlam,album,0.432,0.261,-12.591,0.0512,0.953,0.00342,0.0903,0.273,89.567,4.310883333,James Blunt - Goodbye My Lover (Official Music Video),James Blunt,154514301,875010,40135,TRUE,TRUE,267271313,2.890365449,Spotify
James Blunt,Bonfire Heart,Moon Landing,album,0.575,0.821,-5.7,0.0527,0.181,0,0.124,0.449,118.021,3.966666667,James Blunt - Bonfire Heart (Official Music Video),James Blunt,84615784,410559,11272,TRUE,TRUE,209598129,6.620967742,Spotify
James Blunt,OK,Uncovered,album,0.653,0.81,-6.032,0.0558,0.118,0,0.126,0.583,121.951,3.155116667,Robin Schulz – OK (feat. James Blunt) (Official Music Video),Robin Schulz,231933510,1296747,20388,TRUE,TRUE,382261872,6.428571429,Spotify
James Blunt,Same Mistake,All the Lost Souls,album,0.46,0.509,-7.666,0.0263,0.466,0.000434,0.122,0.194,77.613,4.969783333,James Blunt - Same Mistake (Official Music Video),James Blunt,87432995,506857,21934,TRUE,TRUE,78635247,4.172131148,Youtube
James Blunt,Stay the Night,Some Kind of Trouble (Deluxe Edition),album,0.528,0.886,-6.249,0.0329,0.0159,0,0.0758,0.8,96.001,3.60555,James Blunt - Stay The Night (Official Music Video),James Blunt,43489368,165916,7385,TRUE,TRUE,69918154,11.68865435,Spotify
James Blunt,Carry You Home,All the Lost Souls,album,0.582,0.507,-9.021,0.0313,0.671,1.21E-06,0.136,0.217,83.019,3.910666667,James Blunt - Carry You Home (Official Music Video),James Blunt,95438493,468415,14463,TRUE,TRUE,83233683,3.727941176,Youtube
James Blunt,The Truth,Once Upon a Mind,album,0.673,0.688,-6.434,0.0527,0.0578,1.44E-05,0.133,0.848,121.967,3.701266667,James Blunt - The Truth (Official Music Video),James Blunt,4714007,58424,1968,TRUE,TRUE,50640864,5.172932331,Spotify
James Blunt,Monsters,Once Upon a Mind,album,0.375,0.409,-8.713,0.037,0.205,0,0.1,0.196,127.854,4.333183333,James Blunt - Monsters (Official Music Video),James Blunt,24420620,293399,15287,TRUE,TRUE,30345922,4.09,Spotify
The Pussycat Dolls,Don't Cha,PCD,album,0.877,0.637,-3.493,0.101,0.00516,2.50E-06,0.0959,0.569,119.988,4.534666667,The Pussycat Dolls - Don't Cha (Official Music Video) ft. Busta Rhymes,ThePussycatDollsVEVO,409900487,1749536,34870,TRUE,TRUE,450534734,6.642335766,Spotify
The Pussycat Dolls,When I Grow Up,Doll Domination (Deluxe),album,0.671,0.685,-5.762,0.05,0.00165,0,0.398,0.368,118.449,4.094666667,The Pussycat Dolls - When I Grow Up (Official Music Video),ThePussycatDollsVEVO,248906897,855423,33896,TRUE,TRUE,231236307,1.721105528,Youtube
The Pussycat Dolls,Stickwitu,PCD,album,0.655,0.54,-6.482,0.0516,0.268,0,0.068,0.43,79.983,3.45845,The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant,ThePussycatDollsVEVO,245565517,1135783,28622,TRUE,TRUE,259962660,7.941176471,Spotify
The Pussycat Dolls,Buttons,PCD,album,0.57,0.821,-4.38,0.267,0.178,0,0.289,0.408,210.857,3.759333333,The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg,ThePussycatDollsVEVO,719971759,3087054,62876,TRUE,TRUE,289061896,2.84083045,Youtube
The Pussycat Dolls,Jai Ho! (You Are My Destiny),Jai Ho! (You Are My Destiny),single,0.657,0.941,-3.919,0.061,0.0476,0,0.0797,0.879,136.202,3.706666667,"A.R. Rahman, The Pussycat Dolls - Jai Ho (You Are My Destiny) ft. Nicole Scherzinger",ARRahmanVEVO,223942723,1111577,37500,TRUE,TRUE,121260040,11.80677541,Youtube
The Pussycat Dolls,I Hate This Part,Doll Domination (Deluxe),album,0.756,0.612,-4.371,0.0317,0.0659,0,0.274,0.452,111.572,3.64,The Pussycat Dolls - I Hate This Part (Official Music Video),ThePussycatDollsVEVO,112014291,622566,20899,TRUE,TRUE,104915974,2.233576642,Youtube
The Pussycat Dolls,React,React,single,0.738,0.74,-5.844,0.0814,0.115,0,0.117,0.549,119.989,3.402933333,The Pussycat Dolls - React,ThePussycatDollsVEVO,67964163,851925,47969,TRUE,TRUE,92511274,6.324786325,Spotify
The Pussycat Dolls,Buttons - Showmusik TikTok Remix,Buttons (Showmusik TikTok Remix),single,0.746,0.859,-5.85,0.114,0.177,0,0.305,0.43,110.025,2.3862,The Pussycat Dolls - Buttons (Showmusik TikTok Remix)(Lyrics),Dan Music,508088,10009,73,FALSE,FALSE,10580774,2.816393443,Spotify
The Pussycat Dolls,Hush Hush; Hush Hush - Main,Hush Hush; Hush Hush,single,0.613,0.778,-3.933,0.0689,0.0985,0,0.356,0.626,129.483,4.20155,The Pussycat Dolls - Hush Hush; Hush Hush (Official Music Video),ThePussycatDollsVEVO,191100939,924233,22529,TRUE,TRUE,0,2.185393258,Youtube
The Pussycat Dolls,Beep,PCD,album,0.935,0.745,-6.391,0.0431,0.00914,0,0.116,0.518,103.691,3.822666667,The Pussycat Dolls - Beep (Official Music Video) ft. will.i.am,ThePussycatDollsVEVO,155447506,501270,15279,TRUE,TRUE,64676451,6.422413793,Youtube
Gurlez Akhtar,Rubicon Drill,Forever,single,0.868,0.745,-5.82,0.268,0.187,0.000342,0.431,0.762,139.9,3.14285,Rubicon Drill : Laddi Chahal (Official Video) | Parmish Verma | Gurlez Akhtar | EP - Forever,Parmish Verma,20671141,283712,3472,TRUE,TRUE,13449680,1.728538283,Youtube
Gurlez Akhtar,Wytb,Wytb,single,0.59,0.559,-13.554,0.3,0.0264,0,0.0928,0.678,94.648,3.346933333,WYTB (Full Video) Karan Aujla ft Gurlej Akhtar | New Punjabi Songs 2022,Rehaan Records,27298831,488563,20451,TRUE,TRUE,10868035,6.023706897,Youtube
Gurlez Akhtar,Gaddi,Step Up,single,0.682,0.827,-4.488,0.284,0.0175,0,0.131,0.549,79.913,3.285416667,GADDI (Official Video) Gur Sidhu Ft Gurlez Akhtar | Kaptaan | New Punjabi Song 2022 | Punjabi Song,Brown Town Music,15890148,187835,4897,TRUE,TRUE,3749803,6.312977099,Youtube
Gurlez Akhtar,Defaulter,Defaulter,single,0.761,0.846,-2.393,0.287,0.251,0,0.324,0.793,171.996,3.362416667,Defaulter | (Official Music Video) R Nait & Gurlez Akhtar | Mista Baaz |  Songs 2019 | Jass Records,Jass Records,254463718,2112003,51946,TRUE,TRUE,11160783,2.611111111,Youtube
Gurlez Akhtar,Panjeban,Panjeban,single,0.79,0.773,-3.814,0.178,0.165,0,0.0538,0.779,143.984,3.348066667,PANJEBAN  : Shivjot & Gurlez Akhtar | The Boss | Punjabi Song,White Hill Music,140925508,882072,26557,TRUE,TRUE,10419779,14.36802974,Youtube
Gurlez Akhtar,Chal Payi Chal Payi,Chal Payi Chal Payi,single,0.868,0.822,-4.684,0.146,0.0326,0,0.201,0.831,130.949,3.555466667,Chal Payi Chal Payi - Official Video | R Nait | Gurlez Akhtar | Gur Sidhu | Aveera | Bhinder Burj,R Nait,7676660,133261,3781,TRUE,TRUE,955723,4.089552239,Youtube
Gurlez Akhtar,Motti Motti Akh,Motti Motti Akh,single,0.776,0.769,-4.486,0.0818,0.159,0,0.046,0.867,139.946,4.52,Motti Motti Akh (Full Song) Shivjot Ft Gurlej Akhtar | Latest Punjabi Songs 2020,T-Series Apna Punjab,163294572,981617,17706,TRUE,TRUE,11076123,16.7173913,Youtube
Gurlez Akhtar,Taur Tappa,Taur Tappa,single,0.751,0.746,-4.626,0.292,0.188,0,0.0503,0.889,149.867,3.516633333,Taur Tappa (Official Video) Shivjot | Gurlez Akhtar | Aman Hayer | New Punjabi Song 2023,Dose of Music,12226386,242775,28564,TRUE,TRUE,258052,14.83101392,Youtube
Gurlez Akhtar,Pasand Bangi,Pasand Bangi,single,0.756,0.704,-4.503,0.227,0.307,0,0.0548,0.819,81.961,3.765216667,Pasand Bangi: Gurnam Bhullar ft.Gurlez Akhtar | Desi Crew | Punjabi Song 2021 | Jass Records,Jass Records,66771801,579713,17623,TRUE,TRUE,7566722,12.84671533,Youtube
Gurlez Akhtar,Combination,Combination,single,0.718,0.736,-6.525,0.0618,0.043,6.87E-05,0.13,0.583,159.892,2.791666667,Combination - NAWAB | GUR Sidhu | Gurlez Akhtar | Sruishty Mann | New Punjabi Song 2023,NAWAB,1261542,48862,668,FALSE,TRUE,149599,5.661538462,Youtube
Calle 13,Atrévete-Te-Te,Calle 13 (Explicit Version),album,0.829,0.878,-5.951,0.101,0.0959,0,0.776,0.883,87.991,3.98845,Calle 13 - Atrevete te te (Explicit),Calle13VEVO,378574371,1968463,51113,TRUE,TRUE,306363981,1.131443299,Youtube
Calle 13,Muerte En Hawaii,Entren Los Que Quieran,album,0.675,0.588,-7.168,0.177,0.789,0,0.95,0.879,79.989,3.16445,Calle 13 - Muerte En Hawaii (Audio),Calle13VEVO,27265572,167642,2047,TRUE,TRUE,242201094,0.618947368,Spotify
Calle 13,La Vuelta Al Mundo,Entren Los Que Quieran,album,0.748,0.538,-9.943,0.222,0.159,1.62E-06,0.167,0.779,124.974,3.902216667,Calle 13 - La Vuelta al Mundo,elvecindariocalle13,268526914,1138561,25466,FALSE,FALSE,169841146,3.221556886,Youtube
Calle 13,Ojos Color Sol (feat. Silvio Rodríguez),MultiViral,album,0.582,0.443,-7.816,0.0436,0.664,0,0.0703,0.452,78.071,3.596883333,Calle 13 - Ojos Color Sol ft. Silvio Rodríguez,Calle13VEVO,248548398,1336346,25689,TRUE,TRUE,184092791,6.301564723,Youtube
Calle 13,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",Entren Los Que Quieran,album,0.691,0.805,-6.81,0.0947,0.59,0,0.0975,0.866,142.503,5.023783333,"Calle 13 - Latinoamérica (Audio) ft. Totó la Momposina, Susana Baca, Maria Rita",Calle13VEVO,3710799,32042,1169,TRUE,TRUE,107968099,8.256410256,Spotify
Calle 13,No Hay Nadie Como Tú (feat. Café Tacuba),Los De Atrás Vienen Conmigo,album,0.573,0.856,-5.754,0.199,0.0629,0,0.108,0.687,199.952,4.8878,Calle 13 - No Hay Nadie Como Tú (Video) ft. Café Tacuba,Calle13VEVO,155542027,875748,19988,TRUE,TRUE,92098487,7.925925926,Youtube
Calle 13,El Aguante,MultiViral,album,0.664,0.898,-6.723,0.281,0.325,0,0.511,0.814,146.985,4.81245,Calle 13 - El Aguante,Calle13VEVO,137943722,877680,32636,TRUE,TRUE,74150022,1.757338552,Youtube
