Transaction_ID,User_ID,Recharge_Type,Amount,Date,Payment_Status,Reason
RCG_F4FD128812F1,PP0032109,Mobile Recharge,1763.06,2024-12-02,Successful,Successful
RCG_C39224D274E5,PP0012115,Electricity Bill,992.98,2024-08-22,Successful,Successful
RCG_6F2996255F62,PP1062753,Electricity Bill,1852.86,2024-03-06,Failed,Wrong PIN
RCG_295363881183,PP0032494,DTH,288.12,2024-02-20,Successful,Successful
RCG_DFD0B1ED5B2D,PP1087804,Mobile Recharge,968.06,2024-08-30,Successful,Successful
RCG_46D1520D1BCA,PP0005816,Mobile Recharge,655.66,2024-08-15,Successful,Successful
RCG_7AF7441A7FF8,PP0028663,Electricity Bill,1437.54,2024-03-02,Successful,Successful
RCG_72EA7882B7DB,PP0015413,Cable TV,480.58,2024-04-23,Successful,Successful
RCG_EFF91EDD33D6,PP0012676,Mobile Recharge,1264.2,2024-10-13,Successful,Successful
RCG_90FB3285CF63,PP0048976,Electricity Bill,1197.87,2024-01-08,Successful,Successful
RCG_FD5CCF131228,PP0037788,Mobile Recharge,942.03,2024-03-22,Successful,Successful
RCG_664FB90569CA,PP0044254,Cable TV,1068.51,2024-10-28,Successful,Successful
RCG_147E86EF45C4,PP0011066,Electricity Bill,1557.72,2024-05-08,Successful,Successful
RCG_D246FF6B6948,PP0006763,Cable TV,258.12,2024-08-18,Successful,Successful
RCG_B0895E9E0AC3,PP1097226,DTH,1898.97,2024-02-06,Successful,Successful
RCG_0D9A11469105,PP1065326,DTH,202.53,2024-01-06,Successful,Successful
RCG_8A1D9A65060D,PP1077647,DTH,994.45,2024-02-24,Successful,Successful
RCG_CC295C507509,PP0008896,Cable TV,183.21,2024-08-23,Successful,Successful
RCG_37AECF952F23,PP1064569,DTH,1347.51,2024-03-13,Successful,Successful
RCG_7E53CC0E9FE5,PP1101578,Cable TV,1200.71,2024-04-03,Failed,Wrong PIN
RCG_987F05E27EC5,PP1080339,Cable TV,1949.06,2024-09-16,Failed,Server error
RCG_528196CB3A1E,PP0022413,Cable TV,234.09,2024-10-26,Successful,Successful
RCG_9AAFE94C51FD,PP0016498,Mobile Recharge,302.79,2024-11-09,Successful,Successful
RCG_796D01425833,PP1077279,Cable TV,1445.96,2024-03-24,Successful,Successful
RCG_CCF14971FAAE,PP1061951,Mobile Recharge,1175.62,2024-09-27,Successful,Successful
RCG_FAF921196F6A,PP1097694,Mobile Recharge,1189.09,2024-08-28,Successful,Successful
RCG_F6CD50A637E7,PP1073265,Cable TV,395.74,2024-12-05,Successful,Successful
RCG_C001321B7F80,PP0047192,DTH,770.22,2024-12-13,Successful,Successful
RCG_F01B0141014C,PP0007273,Cable TV,1827.92,2024-02-10,Failed,Server error
RCG_F6FACF1BD36A,PP1099448,DTH,545.14,2024-09-22,Successful,Successful
RCG_C92766B4B0FA,PP0013949,Mobile Recharge,720.71,2024-02-19,Successful,Successful
RCG_9C80E93D3268,PP1071739,Electricity Bill,47.04,2024-11-02,Successful,Successful
RCG_08B6C2B23EC1,PP0013910,Mobile Recharge,1476.19,2024-12-07,Successful,Successful
RCG_533BF5E0652D,PP0011750,Mobile Recharge,1439.4,2024-01-09,Successful,Successful
RCG_BFADC15F9F55,PP1083262,Mobile Recharge,406.74,2024-05-04,Successful,Successful
RCG_C8AFAA5681CD,PP1101327,Electricity Bill,1771.73,2024-01-01,Successful,Successful
RCG_89A9E963AC9C,PP0019503,Mobile Recharge,341.57,2024-03-01,Successful,Successful
RCG_609B34050129,PP1059039,Mobile Recharge,1589.17,2024-05-26,Successful,Successful
RCG_C6F1BC52347E,PP0046163,Electricity Bill,31.73,2024-11-18,Successful,Successful
RCG_E1490CE8040E,PP0042557,Electricity Bill,384.88,2024-07-22,Successful,Successful
RCG_20B59D31C155,PP0041202,Electricity Bill,1704.25,2024-03-11,Successful,Successful
RCG_982F74FD048C,PP0001279,Cable TV,1460.59,2024-04-12,Successful,Successful
RCG_6FF8316A3E4F,PP0036016,DTH,1465.88,2024-06-27,Successful,Successful
RCG_887CA262CDC0,PP0049056,Mobile Recharge,1247.57,2024-01-22,Successful,Successful
RCG_80C0EC1F182F,PP1069954,Cable TV,1557.87,2024-07-08,Successful,Successful
RCG_6BB5CC97D136,PP1055449,Mobile Recharge,1475.62,2024-02-07,Failed,Insufficient amount
RCG_2A9F1B0BF3B4,PP1059794,Mobile Recharge,1529.19,2024-03-14,Successful,Successful
RCG_A424E708CAD4,PP1095152,DTH,492.46,2024-02-01,Successful,Successful
RCG_48186C3BFD39,PP0002496,Cable TV,1010.08,2024-02-15,Successful,Successful
RCG_C566D12D9C89,PP1064064,Mobile Recharge,529.12,2024-04-01,Successful,Successful
RCG_01880DE1C86B,PP0042292,Electricity Bill,413.1,2024-03-04,Successful,Successful
RCG_7C58304C3CF2,PP0026272,Electricity Bill,1684.24,2024-09-16,Successful,Successful
RCG_AD5F7C9E180B,PP1100396,Mobile Recharge,741.29,2024-09-29,Successful,Successful
RCG_7AC9258737C2,PP0036822,Mobile Recharge,944.19,2024-03-26,Successful,Successful
RCG_D53A9D7D680B,PP1093941,DTH,1140.9,2024-07-14,Successful,Successful
RCG_D325E79B715F,PP1064228,DTH,46.79,2024-09-24,Successful,Successful
RCG_0FA5378B49B2,PP1102565,Mobile Recharge,1258.09,2024-12-25,Successful,Successful
RCG_1B9ABE6623E4,PP1105719,Cable TV,1818.27,2024-08-06,Successful,Successful
RCG_E50784D3639C,PP1080247,DTH,326.13,2024-03-30,Successful,Successful
RCG_8C5BE1207C42,PP1072562,DTH,1489.29,2024-12-26,Successful,Successful
RCG_58E5E0B25150,PP0015285,DTH,1209.59,2024-01-31,Successful,Successful
RCG_F1A1902BF507,PP1102063,Electricity Bill,1579.64,2024-06-27,Successful,Successful
RCG_4016FC77F5EF,PP1101896,Mobile Recharge,990.93,2024-05-04,Successful,Successful
RCG_C7B6323324B2,PP0003220,Electricity Bill,950.96,2024-03-09,Successful,Successful
RCG_FEB63D22D78E,PP1090654,Cable TV,731.69,2024-03-19,Successful,Successful
RCG_BA3A21CBDA93,PP1087396,Mobile Recharge,307.65,2024-06-22,Successful,Successful
RCG_CD702FBF023C,PP1067667,Cable TV,147.95,2024-02-19,Successful,Successful
RCG_C4530F9D08E1,PP0018841,Electricity Bill,1430.68,2024-02-25,Successful,Successful
RCG_932842D5A8EA,PP0006909,Electricity Bill,1438.12,2024-05-07,Successful,Successful
RCG_A98646F137A4,PP0049235,Mobile Recharge,1694.1,2024-07-16,Successful,Successful
RCG_F005F5A76B40,PP1081225,Mobile Recharge,1662.06,2024-06-16,Successful,Successful
RCG_88F531D12DBF,PP0043859,Electricity Bill,582.48,2024-07-05,Successful,Successful
RCG_FDA1F8A1636E,PP0002580,Mobile Recharge,1579.21,2024-03-10,Successful,Successful
RCG_320A6B816EE5,PP0007861,DTH,1780.17,2024-10-23,Successful,Successful
RCG_F80975FD2116,PP1087591,DTH,1437.35,2024-12-30,Successful,Successful
RCG_FC2B6537C9D5,PP0032222,Cable TV,49.81,2024-06-17,Successful,Successful
RCG_0E4625EF9A39,PP1098086,Electricity Bill,928.55,2024-09-29,Successful,Successful
RCG_B6B406D435AF,PP1099758,Electricity Bill,1982.28,2024-02-14,Successful,Successful
RCG_1FA80BE7AC3B,PP0003901,Cable TV,257.13,2024-04-05,Successful,Successful
RCG_34234902D0D0,PP1088229,Electricity Bill,251.15,2024-07-14,Successful,Successful
RCG_526B797A504B,PP1074586,DTH,1462.46,2024-06-30,Successful,Successful
RCG_70141E6E8507,PP0049424,Electricity Bill,607.17,2024-12-14,Successful,Successful
RCG_28FDAA4A0DB5,PP0012586,Electricity Bill,1689.2,2024-10-16,Successful,Successful
RCG_C64436D83992,PP0023422,DTH,1908.61,2024-11-24,Successful,Successful
RCG_DEB0FC76DFE2,PP0008712,Cable TV,1327.57,2024-07-14,Successful,Successful
RCG_EA6D6FC91937,PP0010856,DTH,635.87,2024-06-10,Successful,Successful
RCG_2BDD109F6B8D,PP1050280,Mobile Recharge,627.63,2024-04-25,Successful,Successful
RCG_3288DB52E788,PP0023044,Cable TV,1231.68,2024-03-15,Successful,Successful
RCG_9F42AA6EB212,PP0046402,Electricity Bill,60.46,2024-04-05,Successful,Successful
RCG_740934D7E486,PP0044827,DTH,699.35,2024-08-01,Successful,Successful
RCG_B9D76A6BF194,PP0042348,Electricity Bill,1919.3,2024-11-16,Successful,Successful
RCG_52B825C6C595,PP1090617,DTH,1339.65,2024-03-11,Successful,Successful
RCG_CE84B1962701,PP0023823,DTH,1011.05,2024-07-12,Successful,Successful
RCG_AA4751D331F5,PP0032145,DTH,1302.83,2024-05-24,Successful,Successful
RCG_7E3CB4B1A1E2,PP0006408,Cable TV,1696.52,2024-12-10,Successful,Successful
RCG_E535A6EC3793,PP1072238,DTH,291.03,2024-05-05,Successful,Successful
RCG_AB6343B5E10B,PP1061980,Mobile Recharge,1024.75,2024-10-28,Successful,Successful
RCG_102B8219002B,PP0013832,Cable TV,1889.45,2024-09-16,Successful,Successful
RCG_44E79401A091,PP0042593,Cable TV,1168.77,2024-04-13,Successful,Successful
RCG_2AC3A874C50D,PP0026268,DTH,1375.94,2024-02-28,Successful,Successful
RCG_5A289FC17EA4,PP1054960,Mobile Recharge,1292.17,2024-11-19,Successful,Successful
RCG_A8278EDE9558,PP1066877,Mobile Recharge,142.23,2024-05-03,Successful,Successful
RCG_DC2498E2F5E9,PP1092755,Mobile Recharge,164.7,2024-06-18,Successful,Successful
RCG_D07DD782467F,PP1094279,DTH,977.69,2024-08-10,Successful,Successful
RCG_1080B5267D16,PP1104179,DTH,342.02,2024-03-01,Successful,Successful
RCG_3397400A7C67,PP0041591,Cable TV,875.56,2024-06-13,Successful,Successful
RCG_368015249B66,PP1097787,Mobile Recharge,1539.12,2024-05-12,Successful,Successful
RCG_EA95521A9248,PP1074781,Electricity Bill,592.17,2024-01-17,Successful,Successful
RCG_3E2B3A939170,PP1061474,Mobile Recharge,848.97,2024-02-20,Successful,Successful
RCG_1F9A283B586C,PP1081535,Cable TV,666.3,2024-11-09,Successful,Successful
RCG_ED8ED8D9E02F,PP1085248,Cable TV,1341.46,2024-12-13,Failed,Server error
RCG_3091E5DA7C62,PP0007940,Electricity Bill,1781.66,2024-10-22,Successful,Successful
RCG_0653BCD9FD70,PP0030884,Electricity Bill,1566.25,2024-06-29,Successful,Successful
RCG_BA408DA25525,PP1069497,Mobile Recharge,797.5,2024-12-12,Successful,Successful
RCG_D3FE1685E3AF,PP1074306,Mobile Recharge,168.56,2024-10-28,Successful,Successful
RCG_8067A560C438,PP0014419,Mobile Recharge,1874.04,2024-03-13,Successful,Successful
RCG_6049B6C9274A,PP0046247,Electricity Bill,304.19,2024-09-05,Successful,Successful
RCG_5515F59108C7,PP1107344,Electricity Bill,1218.93,2024-08-21,Successful,Successful
RCG_90FDA9665B6B,PP1105635,DTH,855.07,2024-07-19,Successful,Successful
RCG_FF7F4038B1B9,PP0048749,Electricity Bill,1201.78,2024-10-06,Successful,Successful
RCG_7BA9AF14714C,PP0046947,Cable TV,230.03,2024-10-30,Successful,Successful
RCG_280789B30CC3,PP0044292,Electricity Bill,1302.24,2024-12-13,Successful,Successful
RCG_5E2D14D32818,PP0034315,Mobile Recharge,1385.01,2024-08-12,Successful,Successful
RCG_72BCA90F8BC2,PP0011276,DTH,634.55,2024-12-27,Successful,Successful
RCG_5BF65BDF6413,PP1102008,Electricity Bill,479.89,2024-07-23,Successful,Successful
RCG_B5AD95047834,PP0021862,Cable TV,1535.38,2024-12-23,Successful,Successful
RCG_31C7CD39B762,PP1049926,Mobile Recharge,1943.42,2024-03-12,Successful,Successful
RCG_03DE54088DF2,PP1088791,Cable TV,429.96,2024-02-15,Successful,Successful
RCG_C9CD389163D5,PP1083696,Cable TV,158.51,2024-08-04,Successful,Successful
RCG_7BCF1A86CC5D,PP0037504,Electricity Bill,768.7,2024-06-23,Successful,Successful
RCG_7D3E06F23FAA,PP0004851,Cable TV,500.18,2024-07-13,Successful,Successful
RCG_AD5187900808,PP0045798,DTH,1175.98,2024-04-13,Successful,Successful
RCG_38C18B514BD4,PP0009554,Electricity Bill,1679.39,2024-10-05,Successful,Successful
RCG_FBE69AC00BF9,PP1092609,Electricity Bill,1966.71,2024-04-17,Successful,Successful
RCG_C2E42D52484A,PP0020047,Mobile Recharge,289.61,2024-04-19,Successful,Successful
RCG_32465A8FCEF6,PP0037149,Mobile Recharge,107.68,2024-08-19,Successful,Successful
RCG_727B5B5FAAA8,PP0038177,Electricity Bill,1148.25,2024-03-07,Successful,Successful
RCG_014082BDA0F1,PP0000330,Mobile Recharge,1771.2,2024-01-15,Successful,Successful
RCG_96F94193D817,PP0035076,DTH,207.34,2024-03-18,Successful,Successful
RCG_93CE3D1698AD,PP1099799,Electricity Bill,315.32,2024-07-24,Successful,Successful
RCG_0F118B9B9C9E,PP0017877,Electricity Bill,391.36,2024-08-09,Successful,Successful
RCG_F7557FD3F783,PP1055324,Mobile Recharge,370.88,2024-12-08,Successful,Successful
RCG_6701A55B5A37,PP0049557,Electricity Bill,1828.8,2024-06-11,Successful,Successful
RCG_53DA1626606F,PP0017699,Mobile Recharge,332.91,2024-08-06,Successful,Successful
RCG_EC09495CA2E2,PP1106677,Electricity Bill,1301.97,2024-06-13,Successful,Successful
RCG_495756F529FE,PP0028019,Cable TV,121.18,2024-04-11,Successful,Successful
RCG_8F8CB8F563A5,PP0045987,Electricity Bill,636.31,2024-12-24,Successful,Successful
RCG_346FFD80250E,PP0032798,Electricity Bill,1229.19,2024-03-07,Successful,Successful
RCG_FBD09536BEFE,PP0019149,Mobile Recharge,1183.2,2024-05-14,Successful,Successful
RCG_913E695AAC43,PP0029982,Cable TV,1128.98,2024-07-29,Successful,Successful
RCG_3BFDCCE6AE40,PP1066646,Cable TV,907.09,2024-10-29,Successful,Successful
RCG_02C3CE0B871A,PP0015009,Mobile Recharge,1322.1,2024-01-16,Successful,Successful
RCG_A2C3AEAB2F0D,PP1091661,Mobile Recharge,736.65,2024-11-18,Successful,Successful
RCG_0EE722A94098,PP1103498,Cable TV,539.62,2024-07-31,Successful,Successful
RCG_DF3DF655D2F2,PP1089110,Cable TV,1559.28,2024-10-07,Successful,Successful
RCG_FD3F796D326B,PP1065038,Electricity Bill,1050.39,2024-09-22,Successful,Successful
RCG_D2289D647662,PP0024475,Mobile Recharge,1893.33,2024-11-12,Successful,Successful
RCG_E1097E9B600A,PP1101438,DTH,755.87,2024-02-27,Successful,Successful
RCG_E79FC7816B24,PP1061708,Cable TV,1334.56,2024-11-03,Successful,Successful
RCG_F4D435FC1395,PP1077806,Cable TV,1804.73,2024-08-20,Successful,Successful
RCG_CBA9C0D7D334,PP1061604,Mobile Recharge,909.29,2024-05-31,Successful,Successful
RCG_03E7CD2B3ED4,PP0008892,Mobile Recharge,1137.1,2024-10-04,Successful,Successful
RCG_BEB731414259,PP1054981,DTH,1264.56,2024-02-03,Successful,Successful
RCG_7C2C1E95A3B2,PP1068097,Cable TV,328.3,2024-12-26,Successful,Successful
RCG_5A2FC738FC78,PP0027751,Electricity Bill,922.02,2024-02-29,Successful,Successful
RCG_B586ADEFBD96,PP1096114,Mobile Recharge,502.02,2024-07-12,Successful,Successful
RCG_855C0C6090A4,PP1080497,Mobile Recharge,375.45,2024-09-15,Successful,Successful
RCG_C416D76DCC18,PP1082166,DTH,786.18,2024-04-17,Successful,Successful
RCG_18FA1998F921,PP0022001,Cable TV,1615.28,2024-05-25,Successful,Successful
RCG_64ADB712E8F3,PP0039159,Mobile Recharge,146.29,2024-08-14,Successful,Successful
RCG_34EE149A7DE8,PP0038216,DTH,409.65,2024-09-18,Successful,Successful
RCG_2161E0556326,PP1100225,Cable TV,168.22,2024-10-08,Successful,Successful
RCG_203E84A5C886,PP1090215,DTH,176.8,2024-11-24,Successful,Successful
RCG_288B36D013BD,PP0049508,Electricity Bill,144.45,2024-10-31,Successful,Successful
RCG_C42868A6C95E,PP0037789,Cable TV,1730.31,2024-10-20,Successful,Successful
RCG_0FF0DBA2743A,PP1081070,Electricity Bill,1377.83,2024-08-19,Successful,Successful
RCG_E8FF9387BEFF,PP0018990,Mobile Recharge,1638.38,2024-10-19,Successful,Successful
RCG_8763A80071BF,PP0016390,Mobile Recharge,1179.16,2024-08-25,Successful,Successful
RCG_CB0DF9E6DA67,PP1060247,DTH,1222.29,2024-11-16,Successful,Successful
RCG_B6F2326DE8EF,PP0022930,Cable TV,457.68,2024-07-08,Successful,Successful
RCG_E018E03D738C,PP1083834,Electricity Bill,1873.96,2024-12-09,Successful,Successful
RCG_EA165162C30C,PP1087810,Cable TV,1058.55,2024-12-09,Successful,Successful
RCG_4EBF8A77D297,PP0027563,Cable TV,46.71,2024-01-05,Failed,Insufficient amount
RCG_4027E8DF9CAB,PP1086996,Electricity Bill,1430.23,2024-07-03,Successful,Successful
RCG_B4C9D7558EC9,PP1095361,DTH,1550.11,2024-08-17,Successful,Successful
RCG_55A33FA32251,PP1095570,Cable TV,394.03,2024-08-19,Successful,Successful
RCG_A3E9B94B68DB,PP0012894,DTH,1011.08,2024-06-30,Successful,Successful
RCG_DC0C0E0BC808,PP1096970,Cable TV,1989.88,2024-08-06,Successful,Successful
RCG_26ED1C4904BB,PP1085352,Electricity Bill,936.84,2024-04-23,Successful,Successful
RCG_7C18928DE5AC,PP1054198,Mobile Recharge,67.62,2024-05-22,Successful,Successful
RCG_22EBC39C8879,PP0001199,Mobile Recharge,756.38,2024-08-29,Successful,Successful
RCG_2BBFBF7996AB,PP0024249,Cable TV,121.62,2024-05-10,Successful,Successful
RCG_19C07008FC14,PP0048026,DTH,509.27,2024-06-03,Successful,Successful
RCG_5BF2741AA06D,PP1084750,Mobile Recharge,740.31,2024-07-02,Successful,Successful
RCG_FA74ED91FD89,PP1061927,Cable TV,1928.29,2024-05-16,Successful,Successful
RCG_ABB0C6243923,PP0032173,Electricity Bill,1761.28,2024-12-20,Successful,Successful
RCG_16D929E33E8B,PP0044190,Electricity Bill,300.47,2024-08-22,Successful,Successful
RCG_0D5C9CBD392D,PP1096861,Mobile Recharge,255.95,2024-09-23,Successful,Successful
RCG_F4B946B8C99C,PP0014097,DTH,390.62,2024-03-29,Successful,Successful
RCG_88AAD965708A,PP0040887,Mobile Recharge,1312.57,2024-03-20,Successful,Successful
RCG_FE054BBE36DB,PP0003497,Electricity Bill,914.72,2024-11-03,Successful,Successful
RCG_3AE79D52E2A0,PP0048703,Mobile Recharge,862.47,2024-04-08,Successful,Successful
RCG_B58E370CF475,PP0012885,Electricity Bill,284.9,2024-09-20,Successful,Successful
RCG_AA33F0665E8C,PP1103583,Mobile Recharge,1699.83,2024-10-21,Successful,Successful
RCG_0025938A40CA,PP0028545,Mobile Recharge,1064.11,2024-12-07,Successful,Successful
RCG_027991661915,PP0016803,Cable TV,754.31,2024-04-15,Successful,Successful
RCG_01E592C1FD7A,PP1099629,Cable TV,279.72,2024-08-07,Successful,Successful
RCG_B68E80418F89,PP1104323,Electricity Bill,528.91,2024-04-10,Successful,Successful
RCG_DC8105266CCD,PP0001650,Cable TV,1153.96,2024-09-22,Successful,Successful
RCG_6FC99C78B69D,PP1060671,Mobile Recharge,1623.88,2024-04-25,Successful,Successful
RCG_61A6C2CF4E69,PP0035685,Cable TV,448.06,2024-05-03,Successful,Successful
RCG_251821F9ECF2,PP1099681,Mobile Recharge,1322.25,2024-08-01,Successful,Successful
RCG_ED67581EF552,PP1099842,Cable TV,1458.26,2024-03-29,Successful,Successful
RCG_1A13360B402C,PP0022732,Mobile Recharge,1373.3,2024-05-30,Successful,Successful
RCG_2E1BEFB40025,PP0041465,Cable TV,771.72,2024-08-28,Failed,Server error
RCG_21F2DC5D1E07,PP0001313,Mobile Recharge,1293.9,2024-07-05,Successful,Successful
RCG_18804C9475D9,PP0023883,Electricity Bill,1790.42,2024-11-07,Successful,Successful
RCG_06D5FE039395,PP1089890,Mobile Recharge,1672.86,2024-10-16,Successful,Successful
RCG_A56FE14FFBC5,PP0032221,Electricity Bill,860.55,2024-11-27,Successful,Successful
RCG_3D998D140593,PP1072594,Mobile Recharge,121.28,2024-01-18,Successful,Successful
RCG_636BB9FECB08,PP1054734,Cable TV,580.44,2024-07-27,Successful,Successful
RCG_05FD49854481,PP1080606,Electricity Bill,1666.15,2024-09-02,Successful,Successful
RCG_022258917D68,PP1098033,DTH,1361.96,2024-08-08,Successful,Successful
RCG_02209F9F9FB6,PP1049835,DTH,1738.82,2024-06-03,Successful,Successful
RCG_6FE4907833DF,PP1074283,Electricity Bill,1295.43,2024-06-24,Successful,Successful
RCG_2F20051109E9,PP0049751,Mobile Recharge,25.24,2024-12-16,Successful,Successful
RCG_40993AA72E0E,PP1070585,Cable TV,1957.28,2024-06-15,Successful,Successful
RCG_DC50DD62D531,PP1051705,DTH,185.38,2024-04-03,Successful,Successful
RCG_187BADB22F3D,PP0017784,Cable TV,1893.55,2024-05-23,Successful,Successful
RCG_AFEC462B6251,PP0005100,Mobile Recharge,105.47,2024-01-17,Successful,Successful
RCG_D9D41050924E,PP1080508,Cable TV,1843.2,2024-10-05,Successful,Successful
RCG_058F59301AC6,PP0026691,Mobile Recharge,867.25,2024-04-08,Successful,Successful
RCG_7AA8C473C4D4,PP0043477,Electricity Bill,1204.09,2024-07-11,Successful,Successful
RCG_5FD2A4107C5C,PP1101399,Electricity Bill,1621.88,2024-02-26,Successful,Successful
RCG_039E617414A7,PP0019816,Cable TV,808.95,2024-01-28,Successful,Successful
RCG_3D39F1F0DD13,PP0028538,DTH,802.72,2024-03-07,Failed,Server error
RCG_EED196526737,PP1053648,Electricity Bill,1403.38,2024-08-11,Successful,Successful
RCG_124CE800CDEA,PP1104711,Mobile Recharge,1191.91,2024-09-19,Successful,Successful
RCG_331063654EE0,PP1085797,Mobile Recharge,919.46,2024-11-16,Successful,Successful
RCG_D08A1204A409,PP0013303,DTH,891.53,2024-01-17,Successful,Successful
RCG_F442981E0625,PP0026258,Cable TV,1652.39,2024-10-13,Successful,Successful
RCG_646D51DAD416,PP1053845,DTH,406.9,2024-06-15,Successful,Successful
RCG_9A0C2135E98D,PP0034155,Mobile Recharge,1461.7,2024-05-16,Successful,Successful
RCG_D02C15D48AD7,PP0011965,Mobile Recharge,480.04,2024-12-23,Successful,Successful
RCG_1FFA012AFB57,PP1086880,Electricity Bill,1574.68,2024-12-05,Successful,Successful
RCG_EB0C1555E7BB,PP0006579,Electricity Bill,864.35,2024-08-21,Failed,Server error
RCG_6FDEA26A576E,PP0045578,Cable TV,106.65,2024-01-02,Successful,Successful
RCG_9D159687C00B,PP0003555,DTH,441.28,2024-05-06,Successful,Successful
RCG_8BEFAD7C0A45,PP0036642,Mobile Recharge,250.74,2024-06-05,Successful,Successful
RCG_D4BE6DC28779,PP1061818,Electricity Bill,1222.45,2024-12-30,Successful,Successful
RCG_D863A8BB9F4A,PP0041722,Electricity Bill,686.8,2024-07-02,Successful,Successful
RCG_C09C3684DE3E,PP0033528,DTH,983.04,2024-03-20,Successful,Successful
RCG_7B239A586324,PP1105346,Mobile Recharge,904.43,2024-03-24,Successful,Successful
RCG_E732D41AE518,PP0009999,DTH,1862.69,2024-02-15,Successful,Successful
RCG_6610F2FE4A5A,PP1085462,Cable TV,818.34,2024-07-02,Successful,Successful
RCG_893614527E59,PP1060343,Electricity Bill,1016.16,2024-03-04,Successful,Successful
RCG_0B9B2D86D63A,PP0032315,DTH,703.6,2024-11-05,Successful,Successful
RCG_9141550F039C,PP1087140,Mobile Recharge,829.69,2024-11-26,Successful,Successful
RCG_211607796827,PP1084566,DTH,938.01,2024-10-09,Successful,Successful
RCG_61BF8C19B1CC,PP0034358,Electricity Bill,430.8,2024-09-18,Successful,Successful
RCG_69A7AD6D0781,PP1104780,Cable TV,1686.92,2024-05-31,Successful,Successful
RCG_69C40FB14532,PP1058447,Electricity Bill,1531.89,2024-03-31,Successful,Successful
RCG_BC3BC94FE034,PP0033858,Mobile Recharge,1529.56,2024-09-08,Successful,Successful
RCG_A0AF5098BDF0,PP0039174,DTH,1728.2,2024-02-06,Successful,Successful
RCG_1CDE76D7A9E1,PP1097867,Electricity Bill,902.39,2024-02-11,Successful,Successful
RCG_AA3A4EC5EE40,PP1054735,Cable TV,742.79,2024-04-27,Successful,Successful
RCG_CBA0FE47BC0C,PP1050963,DTH,1136.07,2024-07-25,Successful,Successful
RCG_B1AAC834EB5C,PP0011151,DTH,541.41,2024-08-26,Successful,Successful
RCG_C27647A72FAB,PP0018668,DTH,1441.2,2024-02-23,Successful,Successful
RCG_8DC61490574A,PP1084512,Mobile Recharge,557.28,2024-04-01,Successful,Successful
RCG_FC5722A96F15,PP1080004,Mobile Recharge,1716.58,2024-09-17,Successful,Successful
RCG_D6B0AB55F314,PP0042094,DTH,961.35,2024-12-15,Successful,Successful
RCG_CDCB1FCE0C63,PP1080248,DTH,560.2,2024-03-17,Successful,Successful
RCG_DBD04BC9840E,PP1056951,Cable TV,1992.21,2024-07-09,Successful,Successful
RCG_7D5C49F1AFFF,PP1079457,DTH,937.37,2024-03-29,Successful,Successful
RCG_A29955CBD065,PP0009634,DTH,1999.31,2024-01-02,Successful,Successful
RCG_C99BEC87B528,PP0000039,Mobile Recharge,1145.03,2024-10-31,Failed,Wrong PIN
RCG_D580A03A8665,PP0040946,Cable TV,1851.3,2024-12-27,Successful,Successful
RCG_4B559CD19A34,PP1058132,DTH,54.15,2024-02-10,Successful,Successful
RCG_756AFCA8CD37,PP1095997,Cable TV,1559.94,2024-03-12,Successful,Successful
RCG_7C98FE1A6E06,PP1083077,Mobile Recharge,824.83,2024-12-15,Successful,Successful
RCG_E936D12EA2D6,PP0002216,DTH,713.21,2024-05-16,Successful,Successful
RCG_F77B80F6AA28,PP1075723,Mobile Recharge,702.69,2024-05-03,Successful,Successful
RCG_2FF72C6E982B,PP0042126,DTH,1693.41,2024-04-08,Successful,Successful
RCG_DEF39213F921,PP1053423,DTH,709.9,2024-08-15,Successful,Successful
RCG_8D766723224C,PP0008278,DTH,1066.87,2024-10-11,Successful,Successful
RCG_20ACE37FD3D2,PP0036910,Electricity Bill,476.05,2024-09-06,Successful,Successful
RCG_ACB2DB26CA01,PP1089440,Cable TV,1563.89,2024-05-02,Successful,Successful
RCG_8DFF46AC158D,PP1078494,Mobile Recharge,796.08,2024-07-02,Successful,Successful
RCG_1442706AA28D,PP1101705,Electricity Bill,506.14,2024-12-16,Successful,Successful
RCG_6D474CA44623,PP1091202,Mobile Recharge,1450.09,2024-02-08,Successful,Successful
RCG_53FB21F11860,PP1097082,Cable TV,245.12,2024-06-06,Successful,Successful
RCG_1D90FE0A7305,PP0005113,Electricity Bill,1418.46,2024-08-14,Successful,Successful
RCG_5F366F996538,PP1058291,Mobile Recharge,1420.37,2024-08-27,Successful,Successful
RCG_826543C39585,PP0041979,Cable TV,684.51,2024-03-24,Successful,Successful
RCG_28AF1159700D,PP1102631,Cable TV,81.75,2024-04-22,Successful,Successful
RCG_CF8F407DFB3E,PP0027260,DTH,1143.15,2024-11-17,Successful,Successful
RCG_43CCA0E6B043,PP0013978,Mobile Recharge,839.13,2024-05-03,Successful,Successful
RCG_E0DE96D4CFC3,PP1075613,Mobile Recharge,830.9,2024-05-22,Successful,Successful
RCG_8761858CC4A3,PP1075318,Mobile Recharge,512.82,2024-09-02,Successful,Successful
RCG_8A2D41753931,PP0028189,Mobile Recharge,919.74,2024-06-29,Successful,Successful
RCG_97A36198C82E,PP0046290,DTH,195.37,2024-01-17,Successful,Successful
RCG_82F7720EEE3F,PP1093240,Electricity Bill,1120.41,2024-04-24,Successful,Successful
RCG_191D9EF69EEA,PP0026268,DTH,1445.92,2024-11-21,Successful,Successful
